"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.1351039365928","44.3382986920071","44.6021208202246","44.914802918503","45.2500360539334","45.5786039239978","45.8073047890308","46.0056426175753","46.1629137598461","46.273927501944","46.3426882579094","46.2993476167825","46.2262489132561","46.1475025559051","46.0961305857049","46.0860757466571","46.111331071041","46.1839296127383","46.2222578708531","46.4410907346592","45.7065744528318","47.0302736334049","47.1260504701556","47.1910701107011","47.0556076924223","46.8349622060902","46.0527102362519","46.1507477158795","44.2337134145411","45.1356438111525","44.6475983938014","44.8042206310463",
"Samoa Americana","ASM","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua y Barbuda","ATG","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4162259953022","41.6223459162818","41.8004712077553","41.9069543289073","42.3267581298723","42.7266335599813","42.8874929185015","42.9708497485761","43.0805009757051","43.2179773144083","43.6639056841401","43.9629954110929","44.0620478399582","44.4390998998748","44.337231263845","44.6728515309733","44.8137349829524","44.9021282133794","45.0158396153274","45.1718771090282","45.0740939124137","45.2655681478793","45.41801099319","45.5475944338371","45.7395749911307","45.9271733775535","46.211541527932","46.4011508956038","46.5731198116897","46.7110282560764","46.7867215508204","46.9587860457846",
"Austria","AUT","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.0023179100121","41.1427621228207","41.7416349046132","42.0133576369693","43.2133179898202","43.5285554622471","43.3970014429962","43.5179682743384","43.6902959582223","43.6802505497135","43.7487187221218","44.0359257093646","44.582294518019","44.585338473259","45.3387622183058","45.4625391147646","45.636666995534","45.7002869251976","45.9474755982268","46.2644351288891","46.3529494782367","46.5406039386017","46.7042861959916","46.7847298258288","46.9243207276841","46.8950611202675","46.9337729645126","46.8481804281975","46.6599794997615","46.6608246313581","46.7568025029028","46.6068471460346",
"Azerbaiyán","AZE","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.5357074463977","48.52815707532","48.7410115789736","49.0427663658936","49.343440889176","49.5449678405541","49.5795137006703","49.5519701633853","49.4633314665219","49.3831228953747","49.2430097706946","49.1284121293003","49.0112932346798","48.7754946855548","48.7971708822046","48.5915040597991","48.2955123302786","47.8784740283331","48.2239392188615","49.0266757147716","49.3124613387178","49.1936981156585","48.9582748041849","48.8929378842851","48.947364795888","49.0223752405609","48.7843832149865","48.7287507623602","48.7585855236796","48.7231347268283","48.124930496626","48.2762447527444",
"Burundi","BDI","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.1288947927695","52.2449546127639","52.3909890837534","52.5465887081445","52.6850665306762","52.7870267793512","52.7117007675823","52.6105415673358","52.492843192848","52.3368655421272","52.1928918765097","52.1279887861552","52.071718151675","52.0225154151217","51.9790043420121","51.9367377193029","51.8921676100137","51.8492840543804","51.8097867500205","51.7753338485923","51.7486528953088","51.7475803981313","51.7514966764025","51.7570600876459","51.7613956530548","51.7280201737745","51.6981552289144","51.6751754157348","51.661209372902","51.6589276137792","51.6314135171063","51.4964007082367",
"Bélgica","BEL","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.9747050899593","39.7571555041913","40.4004172314744","41.0206105360002","41.1457836239055","41.3554335583578","41.4745122325064","41.8287033861058","42.2084628883341","42.8280550489139","42.9711560983393","42.3268433225573","42.7647788251511","42.9864323210045","43.6844687406145","44.012453174172","44.275447402425","44.5456452434672","44.8287788895034","45.0319260463328","45.2562777741472","45.3445786570053","45.3736263266519","45.7536308703915","46.0813502821455","46.1483902861869","46.0317342716798","46.247307373246","46.6071764423229","46.6413488628212","46.5937988594823","46.6534057988364",
"Benin","BEN","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.7787619342954","41.6801063859887","41.5927562878514","42.0533308196467","42.5278159513633","43.0192358833437","43.5447573429771","44.0888842775407","44.6471326677972","45.2185491185339","45.8021078992818","46.3902793852593","46.9936604520633","47.2181824773998","47.4516007224786","47.6984807708675","47.9840209657798","48.2811165007083","48.5837530379679","48.8852215813698","49.1805605837277","49.4631958770432","49.4497307441274","49.4430170612552","49.444921257437","49.4568075552058","49.466726625573","49.4893302848018","49.5236297485359","49.5670820380102","49.5268202077257","49.4397789847042",
"Burkina Faso","BFA","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.0396948725918","49.9849999174995","49.6738965420746","49.342152229558","48.9910777795614","48.6227862691159","48.2416531593546","47.8420389630192","47.4238387489478","46.9839251406377","46.5224092292884","46.0345856426352","45.5256988292205","44.9937676036653","44.441010783219","43.867167905098","43.2753527743076","43.3773347193302","43.5050946153067","43.6613866892638","43.8511902151151","44.077114832185","44.3412493896096","44.6460655930119","44.9901452999032","44.9664369315339","44.946054625076","44.9310640142562","44.925837883155","44.9348326450436","44.8711962691791","44.7428315653524",
"Bangladesh","BGD","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.6430591158263","21.7310909835517","21.8509511458717","21.9996147462945","22.1703180147538","22.3596478718672","22.5481375509497","22.7550045264232","22.971481128173","23.1869311407105","23.3922410125657","23.5483784834653","23.6991810361956","23.8443563240244","23.9872404765461","24.1362141398995","24.256677195298","24.7353154583794","25.2256939404073","25.7172667419326","26.2040684662479","26.6737489388143","27.1385315131231","27.6034306761462","28.0727264785262","28.5539748133346","29.0547842762165","30.6597464013646","30.7867578204562","30.8745839488862","30.2328714569542","30.3990726982816",
"Bulgaria","BGR","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.1842711981495","48.2712086829408","48.3628838868726","48.1243141963934","47.8716901236553","47.6021443637154","47.3131931657026","47.0068045302122","46.682923587075","46.346471291033","45.9974000546596","46.7534082544242","46.8720474452093","46.4135136532705","46.5180175766271","46.237612318025","46.7509484593319","46.6742500406044","46.4354672533536","46.329155488466","46.2729465070191","46.500788855643","46.6293260865923","46.6415835590912","46.5095652303319","46.5413103563524","46.3261840498633","46.3942086735005","46.1609010332524","46.1237007653973","45.976147260769","45.8819527525202",
"Bahrein","BHR","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.720733221354","17.6097941012799","17.7366432950175","18.1686142743644","18.6316488723128","19.0757665493762","19.6281240137659","20.1797284395111","20.6682714027558","21.116575163666","21.4355749620875","21.4146869579125","21.3748189792278","21.2893694847298","21.1812543837872","21.0674659097676","20.8799957117928","20.7353875050311","20.6912854940202","20.7935319658632","21.0467520037275","20.8894979341014","21.1787327305959","21.4846904960596","21.66724560808","21.6419216446239","21.3208904299072","20.8654818113188","20.4337220599333","20.0980570108066","19.430629429889","19.3625194986501",
"Bahamas","BHS","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.887858007261","45.976320739255","46.0770782460983","46.1980655982385","46.3482397990398","48.192177481225","47.4460768990309","48.5576955351329","48.1994657862755","47.8836528472944","48.2551105872135","48.5715854395051","48.8776538344592","48.8797713172152","48.8754859991797","48.8682477618226","48.895295138403","48.9222831060297","48.9404811698435","48.9484761338624","49.5637975767119","50.2128680843959","48.7317731280274","49.8968328692482","49.9667901580789","50.015962695664","50.06793607358","50.0724739327629","50.1079724658701","50.1545896347876","49.5479080673131","49.888208054633",
"Bosnia y Herzegovina","BIH","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.5014894126781","37.6921556139288","37.8490839484839","37.9747032807911","38.0090341930433","38.0002421154804","37.9442050250959","37.8811319009527","37.7735792234489","37.569564455509","37.4476557171526","37.3506866393396","37.2449283593279","37.1625781611336","37.0618900274335","36.9456513321961","36.8732325215288","36.3863999559156","37.2144846796657","37.7722108296846","38.3712834378182","38.4207986577679","38.0272167547753","38.3497544529458","38.9317228726193","39.1536983662019","38.2396693615165","39.3033931904337","38.5362616298215","40.4425395261114","39.4670322859469","39.4973975746996",
"Belarús","BLR","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.7431493534308","48.738516836132","48.8124130318849","48.8797185538393","48.9979773916067","49.1065168742738","49.0332935320619","48.861574927079","48.72703930476","48.6501398247306","48.6623064560027","48.7083549522485","48.7695737522181","48.8418394471567","48.9208477206466","49.0021824988603","49.0844861515998","49.1675045498208","49.2470844316639","49.3210714800272","49.3912068078938","49.4489829627598","49.5018046392554","49.5509421131153","49.5977929386365","49.6444321033322","49.6889658330107","49.4807311645617","49.0403112903172","49.2679438615442","49.0310296188983","48.8899954692035",
"Belice","BLZ","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2162410936488","29.7488603398259","30.2838198431309","30.5397749750764","30.4874084851487","31.1625363892953","31.8080201201621","32.4457943802348","33.3039214450481","32.9837861105797","33.261898486116","33.5641014352382","33.8657537440778","34.1629444893036","34.473175923371","34.7911127990885","35.1242683393811","35.4702575866356","35.8215859771894","36.1679077025071","36.4998872236006","36.831986834231","37.1470564925755","37.4511152325977","37.6970436813333","38.1939918989024","38.6874464002567","38.5547241536944","38.7718826377276","38.8739824198611","38.299927412368","38.6056326140168",
"Bermudas","BMU","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.175638274606","41.3441012678199","41.3397934460464","41.4821297511503","41.6493524487745","41.8188855836967","41.9662644320719","42.1503361855446","42.1450543669733","42.137051938653","42.1253981663668","42.3956040885603","42.6565562116535","42.9099770478033","43.1587507991039","43.4042290993815","43.6550318059886","42.8469400359157","43.2439479318398","43.4713230345526","43.2641122605086","43.0616729634758","42.1047606203756","42.5162869556264","42.9714253864737","40.8301810074836","42.4111579465944","43.238183970224","44.4475986628645","43.1401853067538","42.6200427673483","45.1270427529492",
"Brasil","BRA","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3219197355345","34.4206324524649","35.2384411247603","36.0516468413388","36.8606097657554","37.6645339763063","37.6875781633699","37.9757363141258","38.5408314546372","39.1903882479697","39.9689637197321","40.737714574604","41.3781055109364","41.6255283475352","42.0293428036352","42.4929341453309","42.5585048554669","42.6147562522835","42.5034154112363","42.7486452723665","42.4179225292874","42.0792382115213","42.1863392808392","42.1765054872819","42.2950089173789","42.6442293531665","42.750453470281","43.3155687879427","43.5169007052837","43.8372880664826","42.7963621158594","43.2152674167991",
"Barbados","BRB","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.0092512828196","46.9387129411043","47.1157452554197","47.3916894235737","47.6732446742833","48.3810598647133","48.209915314808","48.3498712665527","48.2154166608025","47.8131504323411","48.0780834316119","48.324690329688","48.3211382113821","48.6635361507976","48.7442344008054","48.8505671845118","48.7510588486397","48.1845011108532","48.7690813852871","48.9705931107648","49.0616835320486","49.1599475454109","48.55374760276","48.8318410289423","49.6981687554019","49.8544893716891","49.511570468749","49.1489011170055","48.8470603857518","49.4124389010619","48.7769480061998","48.8299934457321",
"Brunei Darussalam","BRN","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.7770402680321","33.0182910850614","33.6425760678143","34.3086403694189","35.041735965105","35.8542696450604","36.8160988536375","37.845907833384","38.8764275456473","39.8384463349661","40.6710431275289","41.1940298507463","41.2134926381849","41.173699798044","41.1070242391799","41.037953851183","41.0224418159738","40.992016066098","40.9651310273663","40.9516091442615","40.9467566847852","40.9568243409707","41.1866415105854","41.4409643415544","41.7342492207786","42.074048339868","42.4838958267468","42.9422766342845","42.012607163203","41.0877587779614","40.9002850579802","40.8653429289864",
"Bhután","BTN","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.7825513721206","39.8494867375993","39.9252856861624","40.0123220475292","40.1120263591433","40.2261712439418","40.5998852553069","41.0412984091274","41.4975063151759","41.9192171767687","42.2764489198449","42.4432521347129","42.5467349168575","42.6268937000054","42.7322465425318","42.8880302086999","43.1007306216728","43.3704936271228","43.6700394334766","43.9576320966704","43.4143701736326","43.1994959971727","45.680851665708","41.6057598895961","40.1967804059059","40.5717333269415","40.4736408566722","40.2911652106477","40.061454090431","39.8336377687228","39.4229290974964","39.5026211301239",
"Botswana","BWA","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.3088770084121","42.4337565553409","42.5539527575854","42.6803901956356","42.8286723990362","43.0111188577278","43.1221219305475","43.2845163754922","43.4885969860585","44.0273771120806","44.6050706930108","44.9390646826094","45.2865788652556","45.6324172540389","45.9639211006663","46.2749755379778","46.5580806212213","46.4802242188518","46.4193100852952","46.4152592543658","46.2842851646238","46.7542654918239","47.2883706895022","47.8437096305791","48.3589423390162","48.7977291989752","49.0328678086864","49.2003416978602","49.3233694008874","49.4405158544982","48.9066001495373","48.8793411438144",
"República Centroafricana","CAF","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0265202342612","46.0137658969188","46.0165215479848","46.0320937129252","46.0584669296725","46.0960068588378","46.0824378599519","46.0784785327584","46.0848708775717","46.0998168244012","46.1190791322097","46.0376704966199","45.9697503690169","45.9139795909264","45.8680037048348","45.8322286912241","45.7377453932314","45.6573456019131","45.594569214708","45.5521187626856","45.53414912024","45.4115322268694","45.3060207766386","45.2219931973948","45.1584969303235","45.1141753500879","45.184637155451","45.2771999776783","45.3851947348813","45.4997326231244","45.2489741065688","45.2984321512908",
"Canadá","CAN","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.2960738268914","44.6388543560823","44.804615679955","44.93480799222","44.9613098353238","45.1682257407875","45.258828897928","45.3623011543794","45.6317932394486","45.7406895796994","45.9398472686615","46.0958243961019","46.3063299806547","46.5544411693217","46.6609188339011","46.6373760891524","46.8751721022556","47.0367127041087","46.9747541914123","47.2003768254477","47.3105135439399","47.2675160250259","47.3929954283179","47.4664738824525","47.3260755881115","47.1730619486038","47.3007288127669","47.4050779007091","47.501167593927","47.3818063821651","47.0923702819109","47.2157475657954",
"Europa Central y del Báltico","CEB","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.8326654640699","45.8538936542896","45.85908840329","45.8203586835117","45.7870920523887","45.6182369781292","45.4472040209711","45.6063938164017","45.645357291551","45.8112153148688","46.0165174046629","46.1040905255158","45.859389978575","45.7528844139525","45.5892928192718","45.4375219223405","45.3982379312861","45.2314018715203","45.1364268087155","45.2074995809113","45.1414951869475","45.1674247579583","45.2096881574322","45.1527321853079","45.133744563794","45.0835401825919","45.0231453825539","45.0633164609648","45.0417693086076","44.9291843195571","44.7892897334412","45.1901649967134",
"Suiza","CHE","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.1142276930357","42.8795475583096","43.2195165364753","43.1354193169774","43.1540649810981","43.0628810236525","43.5848948280531","43.6715937487842","44.2318253233334","44.3113423363035","44.2115113077419","44.8101030539507","45.2055996036163","45.2213843421808","45.3070145939599","45.6429781961258","45.6511627302658","45.5375688446647","46.1194207313061","46.227566626277","45.8031445511311","45.8388985222413","45.9532256131135","46.1135937849126","46.3776312437997","46.4500210107141","46.5393257875505","46.4241029262112","46.591952411638","46.794372550107","46.6733161959503","46.5694719310356",
"Islas del Canal","CHI","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.9574937490807","40.9161399812734","41.1386203770053","41.0221095661602","41.0068254386736","41.1894946905362","41.6272783776361","41.8448468845966","41.9399295294385","42.2145961378884","42.2848436560853","42.8432540497611","44.0595131725016","44.4551591128255","44.5150693711859","44.1153846153846","43.8061325420376","43.3334203246516","43.5243348143609","44.0897336111878","44.1993780364436","43.3862893909846","43.496215576539","43.5803904767734","43.6329201519989","43.7515766712716","43.9056232049182","44.0929208720699","44.2220452263047","44.3807613860371","44.2398779432527","44.1783957944718",
"Chile","CHL","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0850494646393","31.4984739876166","32.1332471780742","32.4778045073809","32.7248495143331","33.2363993091702","33.6189236964068","34.2738552619294","34.507061391245","34.7710947468798","34.8481005571087","34.4883866375138","34.5241664118195","35.4434976732001","36.5052108630523","37.1094981297703","37.3965234221544","37.9200548981136","38.8310267504642","39.3320887695654","39.8254600820221","40.6452842330768","41.0352566736848","41.1294858447495","41.5230946523452","41.4705157967978","41.4129123650664","41.6353882126554","42.1360592990044","42.4397026182448","41.1625926926741","41.2756946575769",
"China","CHN","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.0226170853043","45.0187217273961","45.0175706939598","45.0184460025489","45.0200716388134","45.0211697434305","45.028749929673","45.0320439472591","45.0326396591729","45.0304810262649","45.0267157445943","44.9367104835462","44.8455104583213","44.7519060372169","44.6531284639078","44.5504141814471","44.4496550760275","44.344718577392","44.2371871912181","44.1291163194658","44.0204912333788","44.0920801945401","44.1617794696889","44.2400529256574","44.3237287951885","44.4112749911582","44.499463716092","44.5980470477196","44.702781867328","44.8040924128044","44.5289619576376","44.50833156023",
"Côte d'Ivoire","CIV","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.3367915002764","33.4447056307995","33.5816868670098","33.7435767501133","33.9241514711678","34.1178243577565","34.2349058921218","34.3694749453047","34.5204918528905","34.7776365576277","35.0437662593294","35.325788924329","35.6199876135108","35.9216953088451","36.2291157717028","36.5386072532572","36.853831293069","37.169853655418","37.486696072327","37.8069581265313","38.1324671146427","38.4684299606048","38.8065401139148","39.1483699668957","39.495507581271","39.8480395757206","40.2108463998623","40.5802179338666","40.7501141817332","40.9121460464051","40.9678861449127","40.9666233685707",
"Camerún","CMR","Población activa, mujeres (% de la población activa total)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.1575707571909","48.124722343672","48.1063413268058","48.1016966428784","48.1164934671589","48.1493701210465","48.1781027518823","48.2255862144858","48.2863274798026","48.3543961870124","48.4212733924772","48.4462955174359","48.4706692994255","48.4932963526342","48.5163315512403","48.5383126725425","48.5230660262207","48.5161036624788","47.9724863052763","47.3492702624827","46.6416786521636","46.6385473855059","46.6407984277722","46.6499993635088","46.6671279968403","46.6940625253759","46.7188948376044","46.754656232909","46.8006607764314","46.8557246537552","46.8391088086805","46.7678365675546",
