"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Ghana","GHA","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.5","66.4","","","71.8","","","","","","","56.7","","","","","","","42.5","","","","","","","25.7","","","","25.3","","","","","",
"Gibraltar","GIB","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.9","","","40.8","","","","","","","","53.2","","","","","47.9","","","","","24.5","","","","","","13.8","","","",
"Gambia","GMB","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.1","","","","","50.7","","","","","","","29.8","","","","","13.4","","","","","","",
"Guinea-Bissau","GNB","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.7","","42.2","","","","","","","","","53.2","","","","","","","","66.7","","","","","","","","21.7","","","",
"Guinea Ecuatorial","GNQ","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grecia","GRC","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","","","","","0.5","","","0.5","0.6","0.3","0.6","0.5","0.3","0.6","1","1.1","1.5","1","1.5","1.4","1","0.9","0.1","0.7","","",
"Granada","GRD","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Groenlandia","GRL","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","49.7","","","37","","","","","","","","","14","","9.6","","","","","","11.7","","","","","","","","9.5","","","","","","","",
"Guam","GUM","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.4","","","","","","11.9","","","","","","","","","","","","","","","","","","","","","","","",
"Ingreso alto","HIC","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","0.8","0.8","0.8","0.8","0.8","0.8","0.7","0.6","0.6","0.6","0.6","0.7","0.9","0.7","0.8","0.7","0.6","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.8","0.8","0.6","0.7","0.6","0.6","","",
"Hong Kong, Región Administrativa Especial","HKG","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","42","30.8","27","21.4","24.3","26.2","28.6","19.6","24.5","24.9","","19.8","22","26.5","25.4","25.1","21.1","15.6","15.2","12.3","13.8","14.3","17","14.6","13.3","13","14.6","13.9","14.2","12.7","","",
"Países pobres muy endeudados (PPME)","HPC","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croacia","HRV","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","1.2","0.6","0.8","0.7","1","0.6","0.6","0.5","0.4","0.3","","",
"Haití","HTI","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2","","","","","","","","","",
"Hungría","HUN","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.7","0.1","0.1","0","0.1","0.1","0.1","0.3","0.2","0.7","0.6","1.3","0.6","0.2","0.3","","",
"Sólo BIRF","IBD","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BIRF y la AIF","IBT","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"total de la AIF","IDA","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.8","55.4","55.7","54.5","54.2","54.3","52.2","50.9","50.6","50.7","50.6","50.3","49.6","48.7","46.9","43.4","41.3","39.6","37.8","36.2","35.1","33.2","32.1","31.3","30.3","29.2","29.4","28.8","27.8","27.1","26.9","","",
"mezcla de la AIF","IDB","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","74.2","","","74.3","","","62.8","","","62.1","","","51.3","","69.1","46","43.6","39.9","26.8","26.4","27","24.6","30.6","25.2","24.7","21","18.3","15.7","13.7","11.2","9.3","8.3","7.5","6.6","5.4","4.4","3.8","3.5",
"Sólo AIF","IDX","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isla de Man","IMN","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","63.1","","","","","","56.3","","","","50.6","","","","","","47.6","","","","","","","","","","","39.9","","","","","32.9","","22.5","","","","18.7","18.1","13.4","11.1","10","","",
"No clasificado","INX","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlanda","IRL","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","","","","","","","0.2","0.2","0.2","","","","0.2","","0.2","0.1","0.1","0","0.4","0.1","0.2","0.5","0.5","0.5","0.3","0.7","0.4","0.4","0.1","0.2","0","","","",
"Irán, República Islámica del","IRN","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","9.1","","","","8.4","","","","4.5","","","","4.5","","","","","","","1","0.8","","","1.5","","","","0.3","0.8","0.7","0.7","0.6","0.9","1.1","","",
"Iraq","IRQ","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.1","","","","","","","","","",
"Islandia","ISL","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.2","0","0.1","0.1","0.1","0.1","0.1","0.1","0","0","0","0","0","0","","","","",
"Israel","ISR","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.2","","","","","","0.2","","","","","0.2","","","","0.2","0.5","0.5","0.5","0.5","0.2","0.5","0.5","0.5","0.2","0.2","0.7","0.5","0.5","0.5","0.2","0.5","0.5","","","",
"Italia","ITA","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","1.2","","0","","0.2","","1.2","","0.7","","","1.7","","1.2","","","0.8","0.6","0.6","0.7","0.7","0.7","0.9","1.3","1.2","1.2","1.4","1.2","1.9","1.6","1.4","1.5","","","",
"Jamaica","JAM","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","","2.9","","","7.4","","","2.6","","","2.3","","","2.1","","1.2","","","","","","","","","","","","","","","","","",
"Jordania","JOR","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.6","","","","","0.4","","","","","0.2","","","","0.1","","0","","0","","","","","","","","","","","",
"Japón","JPN","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","","0","","","0.7","","","","","","","","",
"Kazajstán","KAZ","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9","","","","","12.8","8.9","6.2","3.3","8.7","1","0.4","0.2","0.2","0.2","0.1","0","0","0","0","0.1","0","0","","","",
"Kenya","KEN","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.4","","25.9","","","25.4","","","","","","","","36.7","","","","","","","","","","29.4","","","","","","",
"Kirguistán","KGZ","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.2","33.4","31.1","25.7","11.6","13.6","8.4","8.8","3.3","1.5","3.5","1.3","2.6","2.6","1","2.2","1.1","1.3","0.7","0.7","1.3","",
"Camboya","KHM","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","1.7","","",
"Saint Kitts y Nevis","KNA","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Corea, República de","KOR","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","0.2","","0.5","","0.2","","0.2","","0.2","","","","","",
"Kuwait","KWT","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"América Latina y el Caribe (excluido altos ingresos)","LAC","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Democrática Popular Lao","LAO","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.7","","","","","43.2","","","","","25.4","","","","","19.5","","","","","10.9","","","","","","7.1","","","",
"Líbano","LBN","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","",
"Liberia","LBR","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.3","","","","","","","25.9","","27.6","","","","","",
"Libia","LBY","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Santa Lucía","LCA","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.1","","","","","","","","","","","","","","","","","","","","","5.1","","","","","",
"América Latina y el Caribe","LCN","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","15","15.8","18.7","18.4","17","12.4","15.1","16.1","15.5","16.7","15.8","15.8","15.6","14.4","14.4","16.2","15.3","14.5","14.7","13.5","13.2","12.4","12.1","11","10.5","8.5","8.1","7.6","7.1","6.4","6","5.1","4.5","4.3","4.2","4.4","4.4","4.3","4.3","","",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Países de ingreso bajo","LIC","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.3","62.7","61.3","60.6","60","59.4","58.5","57.8","58.2","56.9","54.1","52.5","51.8","50.5","48.7","49","47.2","46","45.6","44.6","43.7","45.1","44.6","44.1","43.9","","","",
"Liechtenstein","LIE","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","16.9","","","","","11.6","","","","","11.8","","","","","","","11","","","","5.6","","","3.5","","","2.6","","","","1.3","","","","","",
"Países de ingreso mediano bajo","LMC","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","51.7","51.5","50.4","49.4","48.6","48.2","47.9","46.9","46.4","45.3","44.8","44","43.4","42.8","41.3","39.9","39.9","40.7","38.6","","37.2","35.4","34.3","32.6","31","30.2","28.2","27","25.6","23","19.9","18.5","17.5","16.6","15.7","15","13","11.3","10.2","","",
"Ingreso mediano y bajo","LMY","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","55.5","54.8","53.7","51.7","49.8","48.1","46.8","44.5","47.7","47","46.3","45.2","44","42.2","40.3","38.3","38","38.2","37","35.5","34.4","32.6","30.9","28.6","26.2","25.2","23.7","22.7","21.6","19.6","17","15.9","14.1","13.3","12.9","12.5","11.4","10.5","10","","",
"Lesotho","LSO","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","54.1","","","","","","","","53.7","","","","","","","","66.3","","","","","","","","","","","","","","","32.4","","","","",
"avanzada del dividendo demográfico","LTE","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lituania","LTU","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","1.8","1.5","1.3","1.4","2.2","1.5","0.7","0.9","0.7","1.3","0.7","1.3","1","0.9","0.5","","",
"Luxemburgo","LUX","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","","","0","","","0","","","0","","","0.1","0","0","0","0","0","0","0","0.1","0","0.1","0.1","0.3","0.1","0.3","0.3","0.1","","",
"Letonia","LVA","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.4","1.6","0.6","1.3","1.7","1.7","1","1.1","1.2","0.8","0.7","0.6","0.8","0.4","0.2","","",
"Región Administrativa Especial de Macao, China","MAC","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isla de San Martín (parte francesa)","MAF","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marruecos","MAR","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","13.2","","","","","","4.7","","","","","","","","8.4","","7.9","","","","","","4.2","","","","","","","1.4","","","","","","","","",
"Mónaco","MCO","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República de Moldova","MDA","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","24","33.5","31.1","23.3","13.6","5.6","6.6","10.9","2","1","1","0.7","0.4","0.2","0.1","0","0","0","0.1","0","0","0","","",
"Madagascar","MDG","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","48.7","","","","","","","","","","","","","73.3","","","","69.4","","66.9","","71","","","","74.2","","","","","80.2","","80.7","","","","","","","","","",
"Maldivas","MDV","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","","","","","","","3.8","","","","","","","0","","","0","","",
"Oriente Medio y Norte de África","MEA","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","7.3","7.5","7.5","7.2","6.1","6.9","5.6","5.1","4.9","5.3","4.8","4.6","4.2","4","3.6","3.5","","3.2","2.9","2.7","2.6","2.5","2.4","2.2","1.8","2.1","2.1","2.2","2.6","4.8","5.4","6","7.5","","","",
"México","MEX","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.1","","","7.4","","7.3","","18.1","","12.9","","8.9","","6.6","","6","6.5","4.2","","5.4","","4.5","","3.8","","3.7","","3.2","","2.6","","3.1","",
"Islas Marshall","MHL","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","","",
" Ingreso mediano","MIC","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macedonia del Norte","MKD","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8","10.4","9.1","6.9","5.2","4.5","5.5","4.2","4.5","3.4","","","",
"Malí","MLI","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.5","","","","","","","57.2","","","","","49.7","","","48.2","","","","","","","","","14.8","","","",
"Malta","MLT","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.4","0.1","0.4","0.2","0.2","0.1","0","0","0.1","0.1","0.2","0.1","0.3","","",
"Myanmar","MMR","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2","","2","","","","",
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","1.6","1.3","2.5","3.3","2.8","","","",
"Mongolia","MNG","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9","","","28.4","","","","11.6","","","","","1.7","","","1.1","0.9","0.5","","0.3","","0.7","","0.7","","","",
"Mariana","MNP","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.7","","","","","","80.6","","","","","","70.8","","","","","","64.6","","","","","","","",
"Mauritania","MRT","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4","","","","","","42.8","","21.8","","","","","21.5","","","","18.1","","","","11.8","","","","","","6.5","","","","","","","",
"Mauricio","MUS","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","","","","0.4","","","","","0.1","","","","",
"Malawi","MWI","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.5","","","","","","","68.9","","","","","","68.4","","","","","","65.7","","","70.1","","",
"Malasia","MYS","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","3.6","","","2.9","","2.2","","","2","","","2.5","","0.7","","","","","","1.6","","","0.8","","0.7","","","0.1","","0","","0","","","","","","",
"América del Norte","NAC","Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
